place_id,type,shop_name,shop_address,shop_rating,images,gps,review_rating,review_date,reviewer,review_text,link,local_guide
ChIJK2OLP0yxfkcRUg197rTIPNg,Punto di riferimento storico,Campo San Bortolomio,"Campo S. Bortolomio, 30100 Venezia VE, Italia",4.6,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38uHVCRJdubr4bC7LV-h4G8RF27tZp1QunV3lA5TIMpmrdRvp3qAvpowH_ue2Jp6tXfZ1IbMgFMjPai1dtjGb7RgBP4WZiDiH18cTWWQvMDoAkvkAVVJsB7MiJEdY3TTkfaBxaJgIg', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uJpEeaxWR6RHRWU_T0WxhRi_R4nI-FmoF8We37vqEiI_xQGmqqkXqvqOIuYP7XF0DecojvafAYSUBsHKcqgvHq-4x2RQEjwaSbQ8r7dy8cBUjO0ybhty8fCx0ukjJZw_NHUlc', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vKQ2XmrXz4eKb69NntkBeGMQo9Nc3nFwat0BAY97pe4XerLPzsk37j-qxurli7oqLXVs9lmPEXLOmMjP-Qa8fwIaECedW88KhPDuSdIGHRJ3c-eiOlHzcSQBE4OhJg6WY6z1ii-Q', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tH9O6kWIPe4Uj76dcBs2zroNteHdzzr1I3cPlf-yNv3v4tsSzTkqQKVz_Qrojs5HHFQUIxDrBllIHxmpXba3sWs5HjwZCH-Ica4PZncmESzkV5BBMqK0aISNOUl--xrmZ_bnvW', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uKF_TBGMxdNjbfa8EzkE51VfzwXyKP_1IIk8F466q3sVJa5cX25O9mwCaFcnv2_p3u_bvmFFMAUAES6YUJ3Syix706jWnNhK1hXS8Cv_KOzKuXM3A--BoM2QV_GHwk1vgO2gMbUw']","45.4377268,12.3368342",4.0,3 years ago,Joni Gritzner,"Beautiful square with many ""High end"" shops.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1dnZ5c1RnEAE!2m1!1s0x0:0xd83cc8b4ee7d0d52!3m1!1s2@1:CIHM0ogKEICAgICuvvysTg%7CCgwInoSPlwYQ4PCHuwI%7C?hl=en-US,True
ChIJK2OLP0yxfkcRUg197rTIPNg,Punto di riferimento storico,Campo San Bortolomio,"Campo S. Bortolomio, 30100 Venezia VE, Italia",4.6,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38u2Y9n7ZC1YcHwt5Hwhhy7Gy-sr6-Rr_xDicyJAoCmLe0KIzYFL1E-m-JmQatwLUOuU0pB12dUUQlzUu1d54TPkp25mzOfIpkPZ42mxsLK839cbh-cSogvWvNRQhSwBS46ksrDxmzQLvY2f', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uaoGI7s62rFzUqDO5g14ykHUKeo-Jn8GzeFwJMw6cothRayDp5GjqN8VGqkDB2c9g84GxWtQ5_QyZ1wR4r8y4rpRcaapP8tYVCH_KKY3fb5Uaka3FiN9QXkMLQsJEhprzE0-WkeZ4KVsDT', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sCZYfBrP5OmEsxaxV_yRfAosC7Tyex26PDMoI4HNudmALFDPy7zr2h8NzJm7vb_BWLTDrIrqTaauLPSM78gH1bFYNrqq91AUjMEQNfccrVZeygDzaXVDhjVJ_PGlfjty5y_9NzrpQlamQk', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38ugrXA0R2KMw8A-bYmDkU7sOsayl7AW6JkFdZCDugnZFFho0sWYDXdJhQUPTbFzTeO3It0ETKBi2hHNkkPBnXw7n7hCXImGB5LvCKSzrKW1YzeUOMqvO-CBKC-QwOmKOUedgI-1rfuchONM']","45.4377268,12.3368342",5.0,3 months ago,Marta D,Good statue,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT210TVYzYzRTV05WVmtsT1kxZHFhRVZVTm5jdFdHYxAB!2m1!1s0x0:0xd83cc8b4ee7d0d52!3m1!1s2@1:CAIQACodChtycF9oOmtMV3c4SWNVVklOY1dqaEVUNnctWGc%7C0cVCTuux45F%7C?hl=en-US,True
ChIJK2OLP0yxfkcRUg197rTIPNg,Punto di riferimento storico,Campo San Bortolomio,"Campo S. Bortolomio, 30100 Venezia VE, Italia",4.6,,"45.4377268,12.3368342",5.0,2 years ago,I. Schild,"This reviews for the birds. Best square with a welcoming statue to poop on in Venice. Hands and beaks down. Shake your tail feather on this one. If your human it’s pretty nice too. Have a cappuccino, slice of pizza or a nice glass of vino to celebrate in style. Put a bird on it. You’ll be glad you did.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKb2Rpb0hBEAE!2m1!1s0x0:0xd83cc8b4ee7d0d52!3m1!1s2@1:CIHM0ogKEICAgICJodioHA%7CCgsIlfbxpAYQgMOFZg%7C?hl=en-US,True
ChIJK2OLP0yxfkcRUg197rTIPNg,Punto di riferimento storico,Campo San Bortolomio,"Campo S. Bortolomio, 30100 Venezia VE, Italia",4.6,,"45.4377268,12.3368342",5.0,7 months ago,Sebastiano T.,"Like any other monument and Campo in Venice, just stunning",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJM2RyM2JREAE!2m1!1s0x0:0xd83cc8b4ee7d0d52!3m1!1s2@1:CIHM0ogKEICAgMDI3dr3bQ%7CCgwI2e7ovwYQ8O-xmgI%7C?hl=en-US,True
ChIJK2OLP0yxfkcRUg197rTIPNg,Punto di riferimento storico,Campo San Bortolomio,"Campo S. Bortolomio, 30100 Venezia VE, Italia",4.6,,"45.4377268,12.3368342",5.0,a year ago,Ashique,Nice place near Rialto,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3M3NDS3BBRRAB!2m1!1s0x0:0xd83cc8b4ee7d0d52!3m1!1s2@1:CIHM0ogKEICAgID73sCKpAE%7CCgwIyc6otgYQqLCJtAE%7C?hl=en-US,True
ChIJK2OLP0yxfkcRUg197rTIPNg,Punto di riferimento storico,Campo San Bortolomio,"Campo S. Bortolomio, 30100 Venezia VE, Italia",4.6,,"45.4377268,12.3368342",5.0,a year ago,Tamer Fekri,Great location for tours,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkcmRtREZ3EAE!2m1!1s0x0:0xd83cc8b4ee7d0d52!3m1!1s2@1:CIHM0ogKEICAgIDdrdmDFw%7CCgwI-4PxrgYQ-OC8yQE%7C?hl=en-US,True
ChIJkdPdzNGxfkcR6jGx-foE_UE,Attrazione turistica,Campo Santo Stefano,"30124 Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38vQzLWBiLYkxcBtwmLHSK9HMUhRXDCc_6zlCCE9ELh5iZYDKA8EHdZae0AP2xcDPW9SnWr_-R8Lm3Utvosxnw1pi0KyF7QhehLMBJrk6Lw-75znDTaat79BlkgO8ut3v10iCHbeCgRlvew', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sC4gslgEQCfm41oeL25TR198WWduxguI_V92fqhmjXF2Fba6THclOGWQ_HgkJbq6guaW9uyGffi_S__KGaAXFzKO9mXLf6ece-ObUUEDCNnCMP4gQHTyl_mY9c2dXjARkQlyH3ViqYLx0', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tmoZQgVxw9M5cKNRP6A4z3-pXXjMZEDolPqGFIb0soXpQHd9iQT07ai2hGE3dGnuDL_S5-pgZAjriSoENoK3OuLGqBkNqtj1JQ-5BoUjjvwPINdpDkX1D4CPHZOUEo912zs3nAlOAHg4Vq', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38u4KeXM3IxZleUpdizBd4ojMatfQp5rmCZgbAik9U3JyQ3-p9hFbqBB3kUFhdJmKVpy9byEa0eIryK_QPQDwpC42yum8TeAzhPpXpYxnPvlH00v1rqJxChq4fdUL_pVwVHLtLg43dvhVZq1', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vXOx3K7bfwj1WY84BySK2A3Z0dzk3PqZ98FzJT6Mry24zx5jD72eLpkvCqcSDyiC8hcK5UjKp0D4xx9mfz_sJ4ZO4wzYUl9jGcA4woSg2e76DtTIrx-_NqnX7hCMdyVOKFlqGbmXrlokqN', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vga00uVjvUCt281adiOpAVOfSeXdQSlfYSY6fToOksucshADJefwMk6m39Wja3TzEWGWEtTrgRqH6657b8woTKTNfEN6rWJh7cfXBOrUVzmVbRUqR7dROnxi4Z_kA9Q_Na1iu-kzWGZI4H']","45.433329199999996,12.3305391",4.0,2 months ago,Barni Berecz,"Nice looking town. Lots of shops and beautiful buildings.
Keep in mind it's built like a maze and usually very crowded.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1dVYxUlpXV1JrVG0xc2QyRlpVbTFvVWpOWmFtYxAB!2m1!1s0x0:0x41fd04faf9b131ea!3m1!1s2@1:CAIQACodChtycF9oOk5uV1RZWWRkTm1sd2FZUm1oUjNZamc%7C0ceimkctdjG%7C?hl=en-US,True
ChIJkdPdzNGxfkcR6jGx-foE_UE,Attrazione turistica,Campo Santo Stefano,"30124 Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38uL0MjhA5CwXMcx10sg2oyLS69Xpo9glRQsusu4b8apq0WqZ3dyieLoZOZ-drt0vlDRJFVC9lo6CDQY2I5jdEy9avm_Dhw1ClNzdOs6L8sk0PGhTk6fD_KYJou0CGOVbzOnJuSk', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uVKdBm1HQbBrGq9n16ckMxNw7D3z2tfkoCfD4x_abz4YX33WreN5jU8r-3k146nn61FBH4G-K315UBvJXFJMDA7QPoI1dUuRF6rLfxLlJDH_CrzLnmuEFOy0BTZC4RdOxZ-1pr', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tZ-UGOu_CnSUbolCSo_i6m9dM_AVGXe4zzh3ciQNIBbbrt2c92C8VAkSU3CBU0sX0JAWQ9_G2fGlMOcdDfhuyd8yHjgyK21GHZ_dIsjbBF-SFJaanD3ukgtzOgZL9FxAldZA95', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tlWEgY3mL3ZE9gWUjdz4MP33UCVr_dKZ9ORBumFPp8qdw1v71TcTYgrDaFnutMVYxIVtvL70LDOKmLz0-sT6Ue03eRWTW1VNknO2f6g4i227Y4R063CWmv6FmycKezgzFlA4X0ig', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uSPxR1RbVvOFRc6_L0OzDG5mpNvYQNmZtIFw8O3odndVPCuKX8zQmTDwQhesEBJLksd0x1nxV6UtfJp1f_R42YuMerU7CnKeMJn07qJN87ahYvv6CIWppmR2gdHfbj-1ntzxR3', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vMBoSS-L_AaLShmCwSHaKuhPNTKhUj7A-2kqWX8Lw8peDZWqgYAK-JM5lZ_a3BnPOY2c6KlA1suF68zxHXpJZDV7EG6x6uCJGD6JKspDvN9ALIHtdYEOw_JTF_Ym9KdNaz2_ES6Q']","45.433329199999996,12.3305391",5.0,6 months ago,Paul Vivas,"Beautiful Square with a monument
This is a really nice square actually quite large for Venice between San Marco and the bridge of Accademia.
Very nice full of shops & restaurants!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZdlBTNndnRRAB!2m1!1s0x0:0x41fd04faf9b131ea!3m1!1s2@1:CIHM0ogKEICAgMCYvPS6wgE%7CCgwI-_7SwAYQkKOS3QE%7C?hl=en-US,True
ChIJkdPdzNGxfkcR6jGx-foE_UE,Attrazione turistica,Campo Santo Stefano,"30124 Venezia VE, Italia",4.4,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38v_G4ARJPuyC2JPndy2TqF5ZTU1fR4tufugqQ5YLz-UEuV-9os1xuClHTLd8-6Ce5kW2UUhJ17Cai2fHPJsL2IXo9WQm0qkWqF8xG32PLw9pAFZ6Nh0u5Tx69r7WskCAVT2knTn', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uKzyc_llu7vhthqqlXINL-VlfCM3n8v0hzE73PxC8NlJC4rVLvA7RwGxrvVYYilXnUBPJ09anVGs6FYHz1yXHZDVjRbKr8F5LcEjYUkHj6uXBWmSgQwglLKaGGdn7kx3_t6iOvKA', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38seQTetbqUzmHx_nsWUTma6WsSyzlD2JassmDLEvaB6b-orqObqvJEmNQzBAfIgIas00VO7qLIsEPB9lsVfkgWdNTYLXvJOqWHXiUVFWpPmYIGhQXpeWrLoVwpu8m9fiuFKQ1VG', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38u-L7eXcZIO_4qF_XOHRtvLtSZwzx-rCt-md6YbhZfzaBQgH-11Kw4O9Ot-Wc4owjny7VMY2hMUSNfGZbyhymZMCUFyNzDSRazDR0oo7IihoU9Ynnw0JiZcfVHzGhc3fSmxhftr5g', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uymE2PiAPz_tPl8Y7MvXPMoJekZtcCLMSPWsJaLL6HJYBpS8eGW8-inOvtBxyCkE3gr1rjAtT9GBtqGpSFSNmWeHmVMiSnfD8qixD-VzkwprJlQgiE34eWiFFScsup-I7soW7V']","45.433329199999996,12.3305391",4.0,3 years ago,Vincent Randy Heslop,We wandered into one of many Venice courtyards and found this delightful restaurant. We were seated with a nice table facing the courtyard giving us a perfect vantage point for people watching. The cuisine was perfectly prepared with fresh ingredients and served with bravado! We were impressed! FOLLOW ME for more thoughtful recommendations as I travel the world 🌎,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNldy0ydDJBRRAB!2m1!1s0x0:0x41fd04faf9b131ea!3m1!1s2@1:CIHM0ogKEICAgICew-2t2AE%7CCgwIvZCxmQYQ2JOgkgE%7C?hl=en-US,True
ChIJkdPdzNGxfkcR6jGx-foE_UE,Attrazione turistica,Campo Santo Stefano,"30124 Venezia VE, Italia",4.4,['https://lh3.googleusercontent.com/geougc-cs/AMBA38sFO5q-4s87L_3wX0cTFLifewIVe8Q3AaylccEwrDrAlB8VhDoyEhhmYHu9nIOrC-iifoucp2ezCTfm3bIzCOJw6voHfcuQvqEnzGvghDppowYlIRvuSWP9-RLI1HEcxkpnGpiP'],"45.433329199999996,12.3305391",4.0,10 months ago,MJG,"Beautiful Piazza. We came here in December 2024. We grabbed pizza and drinks from Pizzeria L'Angelo down the street from here.

The birds can be aggressive but it's still a nice spot to sit, relax and people watch.

Not as good as Piazza San Marco but still quite nice.

4/5

⭐⭐⭐⭐",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNfNU9lZXVRRRAB!2m1!1s0x0:0x41fd04faf9b131ea!3m1!1s2@1:CIHM0ogKEICAgIC_5OeeuQE%7CCgwI_6OSvAYQyM20lQI%7C?hl=en-US,True
