id,source_type,place_id,place_title,type,review,text,thumbnail,original,link,rating,local_guide,date,lat,lon
reviews_10,reviews,ChIJC5Nv-c6xfkcRSN1wy2n769c,Giardini di Ca' Rezzonico,Park,,A nice well hidden playground in the garden of the impressive gallery,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ZMGMzVkZPVGhFYWpGdGMySktkQzFTY1RCTVUxRRAB!2m1!1s0x0:0xd7ebfb69cb70dd48!3m1!1s2@1:CAIQACodChtycF9oOnY0c3VFOThEajFtc2JKdC1ScTBMU1E%7C0cigPP7QRPV%7C?hl=en-GB,5.0,True,,45.4335868,12.325755899999999
reviews_11,reviews,ChIJC5Nv-c6xfkcRSN1wy2n769c,Giardini di Ca' Rezzonico,Park,,"The garden is very cozy and tranquil, but we went there specifically for the kids playground that, unfortunately, is temporarily closed",https://lh3.googleusercontent.com/geougc-cs/AMBA38utOk_kyg9hMPCCn4L9mTzHf4Lqnnbe54dAa01z82umdzlhW3nHLCJZvcczHY4ezfO78TyOGTWphxRdv4Z_PZ1HeGdiTPnm9l-SFjtPaAT72AW-ZdY3gjOECiyjyM_UyBr270tPfQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38utOk_kyg9hMPCCn4L9mTzHf4Lqnnbe54dAa01z82umdzlhW3nHLCJZvcczHY4ezfO78TyOGTWphxRdv4Z_PZ1HeGdiTPnm9l-SFjtPaAT72AW-ZdY3gjOECiyjyM_UyBr270tPfQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ2Z0x1MVF3EAE!2m1!1s0x0:0xd7ebfb69cb70dd48!3m1!1s2@1:CIHM0ogKEICAgID6gLu1Qw%7CCgwIpsGSigYQwIahjgM%7C?hl=en-GB,4.0,True,,45.4335868,12.325755899999999
reviews_12,reviews,ChIJC5Nv-c6xfkcRSN1wy2n769c,Giardini di Ca' Rezzonico,Park,,Fun place to take kids to use up some energy.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xBM00xRkdXR3htU3pWMExXaFFPVlZFYUZkaE1sRRAB!2m1!1s0x0:0xd7ebfb69cb70dd48!3m1!1s2@1:CAIQACodChtycF9oOlA3M1FGWGxmSzV0LWhQOVVEaFdhMlE%7C0cY__9bzNCg%7C?hl=en-GB,5.0,True,,45.4335868,12.325755899999999
reviews_13,reviews,ChIJC5Nv-c6xfkcRSN1wy2n769c,Giardini di Ca' Rezzonico,Park,,Nice hidden gem with a playground.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGMlJGSXpjbEJYVjJnd2NVUkxXRmxSWWxOU1gxRRAB!2m1!1s0x0:0xd7ebfb69cb70dd48!3m1!1s2@1:CAIQACodChtycF9oOlF2RFIzclBXV2gwcURLWFlRYlNSX1E%7C0chFYsRhLFo%7C?hl=en-GB,5.0,True,,45.4335868,12.325755899999999
reviews_14,reviews,ChIJC5Nv-c6xfkcRSN1wy2n769c,Giardini di Ca' Rezzonico,Park,,"An amazing spot of serenity in an otherwise bustling city, this FREE garden is a great place to relax in the shade and take a break as you plan your next move. They also have a beautiful water fountain to refill your bottle with and stay hydrated.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNVcm91OUJnEAE!2m1!1s0x0:0xd7ebfb69cb70dd48!3m1!1s2@1:CIHM0ogKEICAgICUrou9Bg%7CCgwI7cng6QUQyMmItQE%7C?hl=en-GB,5.0,True,,45.4335868,12.325755899999999
reviews_15,reviews,ChIJC5Nv-c6xfkcRSN1wy2n769c,Giardini di Ca' Rezzonico,Park,,"Cute, relaxing garden, nothing spectacular",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHenZuYXVRRRAB!2m1!1s0x0:0xd7ebfb69cb70dd48!3m1!1s2@1:CIHM0ogKEICAgICGzvnauQE%7CCgwIl6HwiwYQgJ7sowM%7C?hl=en-GB,4.0,True,,45.4335868,12.325755899999999
reviews_16,reviews,ChIJjZhi6cmxfkcRQTF2RBjLL_4,Park in Fondamenta de la Pescaria,Community garden,,"Uno dei tanti parchetti di Venezia. Non è attrezzato, con poche piante e l'ombra del Palazzo della Guardia Di Finanza. C'è però una panchina e non è poco.",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURobWIyUGFnEAE!2m1!1s0x0:0xfe2fcb1844763141!3m1!1s2@1:CIHM0ogKEICAgIDhmb2Pag%7CCgwIxM23oAYQ4N2vlAI%7C?hl=en-GB,3.0,True,,45.4324259,12.317680099999999
reviews_17,reviews,ChIJjZhi6cmxfkcRQTF2RBjLL_4,Park in Fondamenta de la Pescaria,Community garden,,Un parque con árboles y cesped que parece un oasis entre las casas y canales de Venecia.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUc3BlRWRREAE!2m1!1s0x0:0xfe2fcb1844763141!3m1!1s2@1:CIHM0ogKEICAgIDTspeEdQ%7CCgwItp6-sgYQwNr8lgE%7C?hl=en-GB,5.0,True,,45.4324259,12.317680099999999
reviews_18,reviews,ChIJjZhi6cmxfkcRQTF2RBjLL_4,Park in Fondamenta de la Pescaria,Community garden,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOb1ZWSllXWGRQYkRORmFVd3pYM1oyZVdZd1ozYxAB!2m1!1s0x0:0xfe2fcb1844763141!3m1!1s2@1:CAIQACodChtycF9oOjNoVVJYWXdPbDNFaUwzX3Z2eWYwZ3c%7C0cQsQ9Uv3Iq%7C?hl=en-GB,4.0,True,,45.4324259,12.317680099999999
reviews_19,reviews,ChIJjZhi6cmxfkcRQTF2RBjLL_4,Park in Fondamenta de la Pescaria,Community garden,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHd2FEbzBBRRAB!2m1!1s0x0:0xfe2fcb1844763141!3m1!1s2@1:CIHM0ogKEICAgICGwaDo0AE%7CCgwIm_L5iwYQ0Iae8QE%7C?hl=en-GB,3.0,True,,45.4324259,12.317680099999999
reviews_20,reviews,ChIJjZhi6cmxfkcRQTF2RBjLL_4,Park in Fondamenta de la Pescaria,Community garden,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJNWFXckNBEAE!2m1!1s0x0:0xfe2fcb1844763141!3m1!1s2@1:CIHM0ogKEICAgIDI5aWrCA%7CCgwI7avu4QUQp7f1vAE%7C?hl=en-GB,5.0,True,,45.4324259,12.317680099999999
reviews_21,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,"Had a wonderful time at the royal gardens. If you’re in San Marco Square, highly recommend taking a break from the hustle and bustle here. It’s free and if you’re lucky you’ll get a bench in the shade.",https://lh3.googleusercontent.com/geougc-cs/AMBA38vOmOzKReh0oWO3rKrckyCtbcd7NKgQxWK6W1YD4ko2MiHVLjArbLMi89879pQvkccUtpUJDAH5c79JNGiTCNiqoLcPzGpKW7C9UAXPWSroUDqpo-wbJDVlPwk2jaDZyJKbp39k,https://lh3.googleusercontent.com/geougc-cs/AMBA38vOmOzKReh0oWO3rKrckyCtbcd7NKgQxWK6W1YD4ko2MiHVLjArbLMi89879pQvkccUtpUJDAH5c79JNGiTCNiqoLcPzGpKW7C9UAXPWSroUDqpo-wbJDVlPwk2jaDZyJKbp39k,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3LXRtS3d3RRAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgID7-tmKwwE%7CCgsI16KjtgYQ4IKNZw%7C?hl=en-US,5.0,True,,45.4329859,12.3382939
reviews_22,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,"A stunning Judas tree; during the blooming of the wisteria, it must be even more beautiful!",,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJbElPXzJnRRAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgMDIlIO_2gE%7CCgwIoPfOvwYQ8IemxQI%7C?hl=en-US,4.0,True,,45.4329859,12.3382939
reviews_23,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,Miło odpocząć w upalne dni. Jest źródło wody,https://lh3.googleusercontent.com/geougc-cs/AMBA38ut5V58aXPGPPSfxEyL2z_7VjaKFdQnYemW25rzF1WcbxJSgoNRPdnqU085Wdr8Bh9KJklzl2nxK5qJvc2e1JgdH-Fq1F1BUoLO3Okaj0V9oJqRIs97Mj634asBTxyqV9CgDymvnW2g0O-p,https://lh3.googleusercontent.com/geougc-cs/AMBA38ut5V58aXPGPPSfxEyL2z_7VjaKFdQnYemW25rzF1WcbxJSgoNRPdnqU085Wdr8Bh9KJklzl2nxK5qJvc2e1JgdH-Fq1F1BUoLO3Okaj0V9oJqRIs97Mj634asBTxyqV9CgDymvnW2g0O-p,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KaFpGOUNTa2gyZFZoTk1scGthbFpDZW5wUmVsRRAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CAIQACodChtycF9oOnJhZF9CSkh2dVhNMlpkalZCenpRelE%7C0cKL8yFh2La%7C?hl=en-US,5.0,True,,45.4329859,12.3382939
reviews_24,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,Bof petit avec des alles gravillonnees. Pas bcp d'intérêt,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGaFZ6SmliWGxrTkhFeExYcFpORWh4UzJRemFuYxAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CAIQACodChtycF9oOlFhVzJibXlkNHExLXpZNEhxS2Qzanc%7C0cyQ4i9Tf10%7C?hl=en-US,1.0,True,,45.4329859,12.3382939
reviews_25,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,Prekrasan park. Lijepo uređen. Za odmoriti dušu i tijelo.,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvbmNmV1F3EAE!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgMDoncfWQw%7CCgwI6b-6wAYQsLPuugM%7C?hl=en-US,5.0,True,,45.4329859,12.3382939
reviews_26,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,Un racó ben maco per descansar i passejar prop de la Piazza Sant Marco,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUcGRtWEpBEAE!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgIDTpdmXJA%7CCgsIrdPLsgYQoJ7qPg%7C?hl=en-US,5.0,True,,45.4329859,12.3382939
reviews_27,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,,https://lh3.googleusercontent.com/geougc-cs/AMBA38uz-0XZBz6TkpAYIgmWNG5B0iO1it1MGSWxhNaRVAuMclXHdHqaPSmTUvJAHrLb6W1Ipi4KzW9noRRCCMgioft0hoNN_E8VIuFX-Bd57eAvU1Sbenxl51N2hWFLf1UxDnwPjnuWxQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38uz-0XZBz6TkpAYIgmWNG5B0iO1it1MGSWxhNaRVAuMclXHdHqaPSmTUvJAHrLb6W1Ipi4KzW9noRRCCMgioft0hoNN_E8VIuFX-Bd57eAvU1Sbenxl51N2hWFLf1UxDnwPjnuWxQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqeHZYT3hnRRAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgIDjxvXOxgE%7CCgwI9bfOsQYQsMn3gwE%7C?hl=en-US,5.0,True,,45.4329859,12.3382939
reviews_28,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tJdFQzRkxRV3BFZEVoM2JtSjRUalpRTWxScGEzYxAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CAIQACodChtycF9oOkItT3FLQWpEdEh3bmJ4TjZQMlRpa3c%7C0d24QUCpv62%7C?hl=en-US,5.0,,,45.4329859,12.3382939
reviews_29,reviews,ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,Garden,,"A very large park in the Castello area of Venice, far away from the crowds, and filled with walking paths, large trees, flowers and shrubs with many statues and monuments.

The park sits along the waterway giving you fantastic views of San Marcos square off in the distance and Lido, only a boat ride away.

Such an amazingly different area then the canals and buildings you see in most areas of Venice.

Worth a visit and maybe bring lunch to enjoy on one of the many benches.",https://lh3.googleusercontent.com/geougc-cs/AMBA38t-ZfIxP6pakEXM6-idYceHX3hsALoQI0YF2yDertVb1F3nRpcNxTmQzIGZmKOZVo0D6mlvsvV8Ytw2PkVfwG_f9mNCWIyBRNBj9ZS27eowrWwSemHGjSec6ZhzJwbrVvMroHSvQA,https://lh3.googleusercontent.com/geougc-cs/AMBA38t-ZfIxP6pakEXM6-idYceHX3hsALoQI0YF2yDertVb1F3nRpcNxTmQzIGZmKOZVo0D6mlvsvV8Ytw2PkVfwG_f9mNCWIyBRNBj9ZS27eowrWwSemHGjSec6ZhzJwbrVvMroHSvQA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VObWt3OFh4aHNub09REAE!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKENmkw8XxhsnoOQ%7CCgsIpcKnwQYQoMmzFA%7C?hl=en-GB,5.0,True,,45.430082999999996,12.3553239
reviews_30,reviews,ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,Garden,,"The gardens were created in 1807 by order of Napoleon Bonaparte and designed by Gianantonio Selva as a public green space for the citizens of Venice. Today, they serve both as a peaceful retreat and as a major cultural venue. Since 1895, the gardens have hosted the Venice Biennale, beginning with its first International Art Exhibition. During the Biennale, approximately 65% of the gardens are dedicated to exhibition space, while the remaining 35% remains open as public parkland. Starting in 1907, individual nations began constructing their own pavilions within the gardens. Today, there are 29 national pavilions, making the gardens one of the central hubs for contemporary art during the Biennale.",https://lh3.googleusercontent.com/geougc-cs/AMBA38u_bdNBgTiOeSEG_nNt8ELvUQ1mcfxZ_RoiR2v2g59NnM8ZGn9EXlBqJ6RTdDC2M7esVkml4Clbdorp9VUFZJttcbIBlAdrfXwybcRHR-yK4p2tnhRiwK-X6cHSmiG8ztJKETdGUQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38u_bdNBgTiOeSEG_nNt8ELvUQ1mcfxZ_RoiR2v2g59NnM8ZGn9EXlBqJ6RTdDC2M7esVkml4Clbdorp9VUFZJttcbIBlAdrfXwybcRHR-yK4p2tnhRiwK-X6cHSmiG8ztJKETdGUQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOQ1F4ZW53bE1LTnJ3RRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKENCQxenwlMKNrwE%7CCgwI8I20wQYQ6LSuvAE%7C?hl=en-GB,5.0,True,,45.430082999999996,12.3553239
