id,source_type,place_id,place_title,type,review,text,thumbnail,original,link,rating,local_guide,date,lat,lon,date_iso,link_clean,link_domain
reviews_27,reviews,ChIJWWUC3UixfkcRh1qGMpqX-gM,Royal Garden,Park,,,https://lh3.googleusercontent.com/geougc-cs/AMBA38uz-0XZBz6TkpAYIgmWNG5B0iO1it1MGSWxhNaRVAuMclXHdHqaPSmTUvJAHrLb6W1Ipi4KzW9noRRCCMgioft0hoNN_E8VIuFX-Bd57eAvU1Sbenxl51N2hWFLf1UxDnwPjnuWxQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38uz-0XZBz6TkpAYIgmWNG5B0iO1it1MGSWxhNaRVAuMclXHdHqaPSmTUvJAHrLb6W1Ipi4KzW9noRRCCMgioft0hoNN_E8VIuFX-Bd57eAvU1Sbenxl51N2hWFLf1UxDnwPjnuWxQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqeHZYT3hnRRAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgIDjxvXOxgE%7CCgwI9bfOsQYQsMn3gwE%7C?hl=en-US,5.0,True,,45.4329859,12.3382939,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqeHZYT3hnRRAB!2m1!1s0x0:0x3fa979a32865a87!3m1!1s2@1:CIHM0ogKEICAgIDjxvXOxgE%7CCgwI9bfOsQYQsMn3gwE%7C?hl=en-US,google.com
reviews_29,reviews,ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,Garden,,"A very large park in the Castello area of Venice, far away from the crowds, and filled with walking paths, large trees, flowers and shrubs with many statues and monuments.

The park sits along the waterway giving you fantastic views of San Marcos square off in the distance and Lido, only a boat ride away.

Such an amazingly different area then the canals and buildings you see in most areas of Venice.

Worth a visit and maybe bring lunch to enjoy on one of the many benches.",https://lh3.googleusercontent.com/geougc-cs/AMBA38t-ZfIxP6pakEXM6-idYceHX3hsALoQI0YF2yDertVb1F3nRpcNxTmQzIGZmKOZVo0D6mlvsvV8Ytw2PkVfwG_f9mNCWIyBRNBj9ZS27eowrWwSemHGjSec6ZhzJwbrVvMroHSvQA,https://lh3.googleusercontent.com/geougc-cs/AMBA38t-ZfIxP6pakEXM6-idYceHX3hsALoQI0YF2yDertVb1F3nRpcNxTmQzIGZmKOZVo0D6mlvsvV8Ytw2PkVfwG_f9mNCWIyBRNBj9ZS27eowrWwSemHGjSec6ZhzJwbrVvMroHSvQA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VObWt3OFh4aHNub09REAE!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKENmkw8XxhsnoOQ%7CCgsIpcKnwQYQoMmzFA%7C?hl=en-GB,5.0,True,,45.430083,12.3553239,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VObWt3OFh4aHNub09REAE!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKENmkw8XxhsnoOQ%7CCgsIpcKnwQYQoMmzFA%7C?hl=en-GB,google.com
reviews_30,reviews,ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,Garden,,"The gardens were created in 1807 by order of Napoleon Bonaparte and designed by Gianantonio Selva as a public green space for the citizens of Venice. Today, they serve both as a peaceful retreat and as a major cultural venue. Since 1895, the gardens have hosted the Venice Biennale, beginning with its first International Art Exhibition. During the Biennale, approximately 65% of the gardens are dedicated to exhibition space, while the remaining 35% remains open as public parkland. Starting in 1907, individual nations began constructing their own pavilions within the gardens. Today, there are 29 national pavilions, making the gardens one of the central hubs for contemporary art during the Biennale.",https://lh3.googleusercontent.com/geougc-cs/AMBA38u_bdNBgTiOeSEG_nNt8ELvUQ1mcfxZ_RoiR2v2g59NnM8ZGn9EXlBqJ6RTdDC2M7esVkml4Clbdorp9VUFZJttcbIBlAdrfXwybcRHR-yK4p2tnhRiwK-X6cHSmiG8ztJKETdGUQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38u_bdNBgTiOeSEG_nNt8ELvUQ1mcfxZ_RoiR2v2g59NnM8ZGn9EXlBqJ6RTdDC2M7esVkml4Clbdorp9VUFZJttcbIBlAdrfXwybcRHR-yK4p2tnhRiwK-X6cHSmiG8ztJKETdGUQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOQ1F4ZW53bE1LTnJ3RRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKENCQxenwlMKNrwE%7CCgwI8I20wQYQ6LSuvAE%7C?hl=en-GB,5.0,True,,45.430083,12.3553239,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOQ1F4ZW53bE1LTnJ3RRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKENCQxenwlMKNrwE%7CCgwI8I20wQYQ6LSuvAE%7C?hl=en-GB,google.com
reviews_31,reviews,ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,Garden,,"Walking paths, trees, bushes, and grass. Pretty view of the lagoon with Venice skyline in distance. (And Public WC/bathroom for 1 euro.)",https://lh3.googleusercontent.com/geougc-cs/AMBA38sHKCINGthb3OqUfA0arpRpBMf54bK_xygeSgX_qtDUozMo7ZJ3w7k6T35D4d1VmcfZyM3wVZEcahM66lrm9m0EbkwjdlgUwElMJ169xloK15nMQsRoO4v3LBt3JT3JrpL5J5G7,https://lh3.googleusercontent.com/geougc-cs/AMBA38sHKCINGthb3OqUfA0arpRpBMf54bK_xygeSgX_qtDUozMo7ZJ3w7k6T35D4d1VmcfZyM3wVZEcahM66lrm9m0EbkwjdlgUwElMJ169xloK15nMQsRoO4v3LBt3JT3JrpL5J5G7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURIcVlpeGlnRRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKEICAgIDHqYixigE%7CCgwIp5emtwYQ-KXw1AM%7C?hl=en-GB,5.0,True,,45.430083,12.3553239,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURIcVlpeGlnRRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKEICAgIDHqYixigE%7CCgwIp5emtwYQ-KXw1AM%7C?hl=en-GB,google.com
reviews_33,reviews,ChIJcZdwNwyvfkcRp1Vr837WVNM,Giardini Napoleonici,Garden,,Good park,https://lh3.googleusercontent.com/geougc-cs/AMBA38s5NrKLqU1zIh_5TpFRzr9_KMYgQ-ngvKg0TiFx5dzEburlDJbCKVvDpwALAhFXUypi5psN8-vuxJmfkAEzkzW54fUQoUF9yYn1Mht0nkGDwlb2w42bstkvN0oeov62WyOh0jMNhQ,https://lh3.googleusercontent.com/geougc-cs/AMBA38s5NrKLqU1zIh_5TpFRzr9_KMYgQ-ngvKg0TiFx5dzEburlDJbCKVvDpwALAhFXUypi5psN8-vuxJmfkAEzkzW54fUQoUF9yYn1Mht0nkGDwlb2w42bstkvN0oeov62WyOh0jMNhQ,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKZ05MRm1BRRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKEICAgIDJgNLFmAE%7CCgwIqNW2pQYQiNnphgM%7C?hl=en-GB,5.0,True,,45.430083,12.3553239,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKZ05MRm1BRRAB!2m1!1s0x0:0xd354d67ef36b55a7!3m1!1s2@1:CIHM0ogKEICAgIDJgNLFmAE%7CCgwIqNW2pQYQiNnphgM%7C?hl=en-GB,google.com
reviews_37,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,"Nice, quiet respite along the Fundamente between Arsenale and Giardini. Nice park with exhibits of sculpture changing every year. Also nice benches to contemplate the artwork. Some sculpture is interactive.",https://lh3.googleusercontent.com/geougc-cs/AMBA38uyry8_yo6UnIFNTbW8MyUwUHl8Dke510EVT28hmgIxXDlOCMgV60BNC7YEEhFDl7Z81qiKYmDUx4KBFgVgnIgoogUv2VkmQDp8eV81jHEyH244zz9t7J5zkmx8J8rWsjBUNIBlyUtIJFWU,https://lh3.googleusercontent.com/geougc-cs/AMBA38uyry8_yo6UnIFNTbW8MyUwUHl8Dke510EVT28hmgIxXDlOCMgV60BNC7YEEhFDl7Z81qiKYmDUx4KBFgVgnIgoogUv2VkmQDp8eV81jHEyH244zz9t7J5zkmx8J8rWsjBUNIBlyUtIJFWU,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkdFJ5MVFSM1JYWkd0R2FXVlBTRkpRV0dKMlZIYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOldtRy1QR3RXZGtGaWVPSFJQWGJ2VHc%7C0d1Z5yWQVz1%7C?hl=en-US,5.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkdFJ5MVFSM1JYWkd0R2FXVlBTRkpRV0dKMlZIYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOldtRy1QR3RXZGtGaWVPSFJQWGJ2VHc%7C0d1Z5yWQVz1%7C?hl=en-US,google.com
reviews_38,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,"Lovely garden a bit along the way from at Marco square.
It's much quieter and peaceful with lots of seating and statues (many rather old and worn though).
Lovely to walk round and take in the smells of the plants.
There is an exhibition within which you need to pay to enter (which we didn't)
There are toilets but they also have to be paid for to be used.
There is a lovely pond which an old statue but best of all has lots and lots of terrapins - when we went there were lots of young ones  in there too.
Vibe is nature, old and terrepin",https://lh3.googleusercontent.com/geougc-cs/AMBA38vz9gOF66j7ZRhGAmiKXxrMM1dcmivULunGZQVbgRcCU317HTSIPQ7NaAJfhNz8WwrzB1XFXrypHNafFNUkycpHC1btjxC8Os2QuyhOEgPiIttxlE_3SG9pa5qG8XF5s58Vfp_KjwANUKY,https://lh3.googleusercontent.com/geougc-cs/AMBA38vz9gOF66j7ZRhGAmiKXxrMM1dcmivULunGZQVbgRcCU317HTSIPQ7NaAJfhNz8WwrzB1XFXrypHNafFNUkycpHC1btjxC8Os2QuyhOEgPiIttxlE_3SG9pa5qG8XF5s58Vfp_KjwANUKY,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kZlptOWhkMGxQVlVKYU0wcHJUR3RGWTNWbVlWRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOmdfZm9hd0lPVUJaM0prTGtFY3VmYVE%7C0cJirSaRwsA%7C?hl=en-US,4.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kZlptOWhkMGxQVlVKYU0wcHJUR3RGWTNWbVlWRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOmdfZm9hd0lPVUJaM0prTGtFY3VmYVE%7C0cJirSaRwsA%7C?hl=en-US,google.com
reviews_39,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,"peaceful, green, and right by the water. I stumbled upon it while walking from San Marco, and ended up staying longer than I expected. There were some modern sculptures on display which made it feel like a mini outdoor museum. Perfect place to rest, read, or just escape the crowds for a while",https://lh3.googleusercontent.com/geougc-cs/AMBA38uUPoWjcLmFb5hLRpDuLPltxULe-anuSWwzpX6lgOziipcRGmGE5O8CV11JYkXrcv_jUi3_Sr4ei45id9-z1mCAIpTJ1R9_J_HD5A_n68cc9WeC7qcLwsnVqjRgIlWHsFvX__zWAg,https://lh3.googleusercontent.com/geougc-cs/AMBA38uUPoWjcLmFb5hLRpDuLPltxULe-anuSWwzpX6lgOziipcRGmGE5O8CV11JYkXrcv_jUi3_Sr4ei45id9-z1mCAIpTJ1R9_J_HD5A_n68cc9WeC7qcLwsnVqjRgIlWHsFvX__zWAg,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKQ3VwUFhvbHFMUzB3RRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CIHM0ogKEJCupPXolqLS0wE%7CCgsI_9mXwgYQuNzgfw%7C?hl=en-US,5.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKQ3VwUFhvbHFMUzB3RRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CIHM0ogKEJCupPXolqLS0wE%7CCgsI_9mXwgYQuNzgfw%7C?hl=en-US,google.com
reviews_40,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,"Very cool place, awesome art and arch installation! Highly recommended!
Thanks you for providing sublime art :)",https://lh3.googleusercontent.com/geougc-cs/AMBA38uOwSVaJ9FuZ6_4p_pAsSbSZWYXwnSklMGP6Hu9NiqJLaT_aIjQB5fGyOjV1B2_sZhNCrLaOUnO4QxcCGtD6EVmU2z9c9FPP0sek-z4enjMvTQweeTHZNytyYGU31KReqJiMw9VCusYTLQ5,https://lh3.googleusercontent.com/geougc-cs/AMBA38uOwSVaJ9FuZ6_4p_pAsSbSZWYXwnSklMGP6Hu9NiqJLaT_aIjQB5fGyOjV1B2_sZhNCrLaOUnO4QxcCGtD6EVmU2z9c9FPP0sek-z4enjMvTQweeTHZNytyYGU31KReqJiMw9VCusYTLQ5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25vMVpHeFBSMVF4UzA5NWMwaHpSR1l6UlU1RVVYYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOno1ZGxPR1QxS095c0hzRGYzRU5EUXc%7C0ckTAP5Lhqq%7C?hl=en-US,5.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25vMVpHeFBSMVF4UzA5NWMwaHpSR1l6UlU1RVVYYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOno1ZGxPR1QxS095c0hzRGYzRU5EUXc%7C0ckTAP5Lhqq%7C?hl=en-US,google.com
reviews_41,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,One of the greenest places in Venice and close to the exhibition centre. We were lucky and we could see some architecture solution for free. Playgrounds for kids.,https://lh3.googleusercontent.com/geougc-cs/AMBA38ssaZSluV1xd2e0ZAur2GV1E2xzCtPBqVPkniSpHsWJeTWtcXLJArv9r8gKeVUMFxL0EyCx8B8QS_mDAv1UDVbIBBm1ok-cDW33exaOh5k3EnTQucVeQmAlfu-BK-HuFWfhDMPmvtraVHM,https://lh3.googleusercontent.com/geougc-cs/AMBA38ssaZSluV1xd2e0ZAur2GV1E2xzCtPBqVPkniSpHsWJeTWtcXLJArv9r8gKeVUMFxL0EyCx8B8QS_mDAv1UDVbIBBm1ok-cDW33exaOh5k3EnTQucVeQmAlfu-BK-HuFWfhDMPmvtraVHM,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sMVFrTjZkV0ZwZVVnM1prOUpibHBuWm5oR2QxRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOml1QkN6dWFpeUg3Zk9JblpnZnhGd1E%7C0cejF_jPJFJ%7C?hl=en-US,4.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sMVFrTjZkV0ZwZVVnM1prOUpibHBuWm5oR2QxRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOml1QkN6dWFpeUg3Zk9JblpnZnhGd1E%7C0cejF_jPJFJ%7C?hl=en-US,google.com
reviews_42,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,Lovely little green space to relax in with some interesting and creatively designed pieces to interact with. From what I can tell the featured interactive pieces update sometimes. I wish I took more pics.,https://lh3.googleusercontent.com/geougc-cs/AMBA38u_bjWAAU_yxZxIYib1WcdRVNwPq2eEwTBDFIuI5Opf1kpZJZ0pncN9LwsBAGs1unS2imP_1pKnt9RjmH1RWT-exjsIxBXvl5nOYBArsazbgZTHsC720MYci76BxrqZbGxcjXkpWIusjXMX,https://lh3.googleusercontent.com/geougc-cs/AMBA38u_bjWAAU_yxZxIYib1WcdRVNwPq2eEwTBDFIuI5Opf1kpZJZ0pncN9LwsBAGs1unS2imP_1pKnt9RjmH1RWT-exjsIxBXvl5nOYBArsazbgZTHsC720MYci76BxrqZbGxcjXkpWIusjXMX,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1c1FWa3hibFpsUkZOWmFXZ3lkMEpxYkdKYU1XYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOk5sQVkxblZlRFNZaWgyd0JqbGJaMWc%7C0cEk0Jr3zCs%7C?hl=en-US,5.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1c1FWa3hibFpsUkZOWmFXZ3lkMEpxYkdKYU1XYxAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CAIQACodChtycF9oOk5sQVkxblZlRFNZaWgyd0JqbGJaMWc%7C0cEk0Jr3zCs%7C?hl=en-US,google.com
reviews_43,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,"Originally the site of shipyards, the gardens were transformed into public gardens in the 1930s. Located just a 10-minute walk from Piazza San Marco, the gardens offer a peaceful spot to rest and recharge away from the busier parts of the city. During the Venice Biennale, the gardens serve as an outdoor exhibition space for contemporary art and architecture, making it both a cultural venue and a quiet retreat for locals and visitors alike.",https://lh3.googleusercontent.com/geougc-cs/AMBA38tHpluV0wktsKVbczgf4EjOoRGwAKP4DDQPSUbYwtwW03DuLBf7NLlaqpeNs8_1kXnfIAC-w5ICy8PsWLDG67UBm-RrX_vOh9SDdO5aQkuE30F4oQCF4TfhcfDYw8VAb1zl5uEa,https://lh3.googleusercontent.com/geougc-cs/AMBA38tHpluV0wktsKVbczgf4EjOoRGwAKP4DDQPSUbYwtwW03DuLBf7NLlaqpeNs8_1kXnfIAC-w5ICy8PsWLDG67UBm-RrX_vOh9SDdO5aQkuE30F4oQCF4TfhcfDYw8VAb1zl5uEa,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNN18xYzNKdy1YU3hRRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CIHM0ogKEM7_1c3Jw-XSxQE%7CCgwI2JC0wQYQ4MTtjQM%7C?hl=en-US,4.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNN18xYzNKdy1YU3hRRRAB!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CIHM0ogKEM7_1c3Jw-XSxQE%7CCgwI2JC0wQYQ4MTtjQM%7C?hl=en-US,google.com
reviews_44,reviews,ChIJAy5F1S-ufkcReQqjg_LgAwo,Giardini della Marinaressa,Garden,,"Went there to visit Bienale Arte di Venezia.
There is also a caffeteria where you can eat a delicious sandwich and a great cup of Italian coffee while visiting the pavillions.
Pics are from 2024.",https://lh3.googleusercontent.com/geougc-cs/AMBA38vaeGb0GUoShLdOGPkE8ChfjTzJl1jxcEZtyw2mAmVf1Z3nikbbr7QHOq2IPkCitRaYeMD6-1hjSpyGx1unHDYAgu8dsbqSgZ9Yj8bx7_M37QELsQAP33MLQEgOvKuOXCANhmSi,https://lh3.googleusercontent.com/geougc-cs/AMBA38vaeGb0GUoShLdOGPkE8ChfjTzJl1jxcEZtyw2mAmVf1Z3nikbbr7QHOq2IPkCitRaYeMD6-1hjSpyGx1unHDYAgu8dsbqSgZ9Yj8bx7_M37QELsQAP33MLQEgOvKuOXCANhmSi,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNYNjZpNUhREAE!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CIHM0ogKEICAgICX66i5HQ%7CCgsIvsmcwAYQgLmiGA%7C?hl=en-US,5.0,True,,45.4314603,12.3525968,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNYNjZpNUhREAE!2m1!1s0x0:0xa03e0f283a30a79!3m1!1s2@1:CIHM0ogKEICAgICX66i5HQ%7CCgsIvsmcwAYQgLmiGA%7C?hl=en-US,google.com
reviews_45,reviews,ChIJu-kBVwGufkcRzSrmXr1XDmM,Parco Navagero,Park,,"Great place in Murano to have some fresh air and to relax under the trees. There are tables, so you can bring your own food and take a seat. Also there's a small playground so children can have fun too.
Dogs are allowed in the area.",https://lh3.googleusercontent.com/geougc-cs/AMBA38vtCMOjYK2tAHMTG0IMF19z65HRXBVf6W0CYnCDRG-iF7iz_AAU2b-qTUcWogUMdRxT6-zD7iPc9ji5Y2n5sueCBxHQLGMFVmIjU8CaQWrb1aAGruXS62DJsslI9JU1YJCokEgb,https://lh3.googleusercontent.com/geougc-cs/AMBA38vtCMOjYK2tAHMTG0IMF19z65HRXBVf6W0CYnCDRG-iF7iz_AAU2b-qTUcWogUMdRxT6-zD7iPc9ji5Y2n5sueCBxHQLGMFVmIjU8CaQWrb1aAGruXS62DJsslI9JU1YJCokEgb,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnelB1UnpRRRAB!2m1!1s0x0:0x630e57bd5ee62acd!3m1!1s2@1:CIHM0ogKEICAgICgzPuRzQE%7CCgwIxIib2wUQgOPHhAE%7C?hl=en-US,4.0,True,,45.4567653,12.3577574,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnelB1UnpRRRAB!2m1!1s0x0:0x630e57bd5ee62acd!3m1!1s2@1:CIHM0ogKEICAgICgzPuRzQE%7CCgwIxIib2wUQgOPHhAE%7C?hl=en-US,google.com
reviews_46,reviews,ChIJu-kBVwGufkcRzSrmXr1XDmM,Parco Navagero,Park,,"Nice quiet park with trees, benches and grass. Play structure with 2 slides and swings. Good place to take a break, eat lunch and let kids play.",https://lh3.googleusercontent.com/geougc-cs/AMBA38sy9KaGC6wJu7rWslI_gzY7f6owRkc50tPPTOesPMQ2AnfwnpxPiS1Exyr0090FWskx7haWcC5pzawRpaEXYZ31V-w7ebQxD76xsjKw_4XS7tNL0NACf3pSgx5GU2T5xnE1rnmmQw,https://lh3.googleusercontent.com/geougc-cs/AMBA38sy9KaGC6wJu7rWslI_gzY7f6owRkc50tPPTOesPMQ2AnfwnpxPiS1Exyr0090FWskx7haWcC5pzawRpaEXYZ31V-w7ebQxD76xsjKw_4XS7tNL0NACf3pSgx5GU2T5xnE1rnmmQw,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBME91M1hREAE!2m1!1s0x0:0x630e57bd5ee62acd!3m1!1s2@1:CIHM0ogKEICAgICA0Ou3XQ%7CCgwI5dH03AUQ2NWs2gE%7C?hl=en-US,4.0,True,,45.4567653,12.3577574,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBME91M1hREAE!2m1!1s0x0:0x630e57bd5ee62acd!3m1!1s2@1:CIHM0ogKEICAgICA0Ou3XQ%7CCgwI5dH03AUQ2NWs2gE%7C?hl=en-US,google.com
reviews_53,reviews,ChIJ0waB93yvfkcRIuyx3rpsFfo,Viale Giardini Pubblici,Park,,Credo sia una passeggiata che ogni anima innamorata di Venezia si meriti almeno una volta.,https://lh3.googleusercontent.com/geougc-cs/AMBA38tBDOncQY-dDjnpqAIV5ChDTVd0GjlqGZn3Zg_awGjSFtfitbcnU1MRVyZ6Ft7MoKcaKzE0S0Sv4y2fEvE-4QYeM7qxmXBUbN-ussGfnWE2AktmtLFf6iUUUWTJJqblT0RZV9X2S182Ohi-,https://lh3.googleusercontent.com/geougc-cs/AMBA38tBDOncQY-dDjnpqAIV5ChDTVd0GjlqGZn3Zg_awGjSFtfitbcnU1MRVyZ6Ft7MoKcaKzE0S0Sv4y2fEvE-4QYeM7qxmXBUbN-ussGfnWE2AktmtLFf6iUUUWTJJqblT0RZV9X2S182Ohi-,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OMVNVcFBabUZZT0Y5VmNHdDNYMHMyTFdOU1ltYxAB!2m1!1s0x0:0xfa156cbadeb1ec22!3m1!1s2@1:CAIQACodChtycF9oOnN1SUpPZmFYOF9VcGt3X0s2LWNSYmc%7C0c_7tjHZcUO%7C?hl=en-US,5.0,True,,45.4274422,12.3587504,nan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OMVNVcFBabUZZT0Y5VmNHdDNYMHMyTFdOU1ltYxAB!2m1!1s0x0:0xfa156cbadeb1ec22!3m1!1s2@1:CAIQACodChtycF9oOnN1SUpPZmFYOF9VcGt3X0s2LWNSYmc%7C0c_7tjHZcUO%7C?hl=en-US,google.com
